1,1,0.36337088026700043
2,1,0.4236545682102628
2,2,0.2853566958698373
3,1,0.418648310387985
3,2,0.37484355444305384
3,3,0.37254901960784315
4,1,0.416979557780559
4,2,0.42219440967876515
4,3,0.2849395077179808
4,4,0.2853566958698373
5,1,0.4188569044639132
5,2,0.4140592407175636
5,3,0.41843971631205673
5,4,0.4196912807676262
5,5,0.41843971631205673
6,1,0.4171881518564873
6,2,0.4196912807676262
6,3,0.41322486441385065
6,4,0.4165623696287025
6,5,0.41948268669169797
6,6,0.2853566958698373
7,1,0.41843971631205673
7,2,0.41739674593241555
7,3,0.418648310387985
7,4,0.38402169378389656
7,5,0.4111389236545682
7,6,0.3692115143929912
7,7,0.3579474342928661
8,1,0.41781393408427203
8,2,0.42177722152690866
8,3,0.41739674593241555
8,4,0.4196912807676262
8,5,0.37275761368377136
8,6,0.41551939924906134
8,7,0.41051314142678347
8,8,0.2853566958698373
9,1,0.41843971631205673
9,2,0.40842720066750104
9,3,0.4159365874009178
9,4,0.4148936170212766
9,5,0.4148936170212766
9,6,0.41843971631205673
9,7,0.2853566958698373
9,8,0.4030037546933667
9,9,0.2853566958698373
